werknemer_id,datum,geboortedatum,startdatum,einddatum,leeftijd,dienstperiode,stad,klant_id,geslacht_id,geslacht,status_jaar,status,status_actief,status_beëindigd,afdeling_Accountant,afdeling_Administratief medewerker,afdeling_BI,afdeling_Boekhouder,afdeling_Business analist,afdeling_Business controller,afdeling_Business development,afdeling_Credit controller,afdeling_Financial controller,afdeling_HR,afdeling_IT,afdeling_Legal,afdeling_Marketing,afdeling_Office manager,afdeling_Project controller,business_unit_Detachering,business_unit_Intern,uitdienst_reden_Niet van toepassing,uitdienst_reden_Ontslag,uitdienst_reden_Vertrek,geslacht_id_Man,geslacht_id_Vrouw,reisafstand,aantal_geboortes,aantal_geboortes_pf,leeftijd_begin_dienst
1998,2012-12-30 05:06:00,1957-09-21,1996-08-14 05:06:00,2014-03-06 05:06:00,55.0,16,Haarlem,5,V,Vrouw,2012,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,81,11.0,43.9,39.0
5892,2016-12-30 05:06:00,1980-12-20,2008-11-23 05:06:00,2017-06-04 05:06:00,36.0,8,Rotterdam,46,V,Vrouw,2016,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,28.0
1784,2016-12-30 05:06:00,1956-07-07,1995-12-25 05:06:00,2020-12-29 05:06:00,60.0,26,Rotterdam,37,M,Man,2016,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,105,10.9,38.9,34.0
6840,2015-12-31 05:06:00,1988-07-03,2012-11-15 05:06:00,2018-07-04 05:06:00,27.0,3,Amsterdam,43,V,Vrouw,2015,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,24.0
5399,2011-12-31 05:06:00,1976-12-11,2006-10-09 05:06:00,2017-11-11 05:06:00,35.0,5,Zeist,38,M,Man,2011,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,57,9.8,50.3,30.0
5125,2012-12-30 05:06:00,1974-08-27,2005-07-24 05:06:00,2019-12-30 05:06:00,38.0,7,Veenendaal,14,M,Man,2012,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,113,11.8,54.5,31.0
7129,2015-12-31 05:06:00,1990-10-04,2014-01-24 05:06:00,2020-10-03 05:06:00,25.0,1,Rotterdam,46,V,Vrouw,2015,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,24.0
4277,2013-12-31 05:06:00,1951-07-07,2003-01-12 05:06:00,2016-07-06 05:06:00,62.0,10,Rotterdam,37,V,Vrouw,2013,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,52.0
3660,2012-12-30 05:06:00,1949-09-23,2001-03-30 05:06:00,2014-09-23 05:06:00,63.0,11,Amsterdam,35,V,Vrouw,2012,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,52.0
1595,2017-12-31 05:06:00,1955-06-06,1995-05-30 05:06:00,2020-06-05 05:06:00,62.0,22,Almere,32,V,Vrouw,2017,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,78,11.8,47.2,40.0
6621,2015-12-31 05:06:00,1986-10-06,2011-12-15 05:06:00,2017-02-27 05:06:00,29.0,4,Middelburg,20,M,Man,2015,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,279,9.2,47.7,25.0
1943,2012-12-30 05:06:00,1957-06-01,1996-06-16 05:06:00,2019-12-30 05:06:00,55.0,16,Middelburg,20,M,Man,2012,Actief,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,279,9.2,47.7,39.0
7632,2019-12-01 05:06:00,1994-07-20,2016-01-25 05:06:00,2019-12-30 05:06:00,25.0,4,Middelburg,20,V,Vrouw,2019,Beëindigd,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,279,9.2,47.7,21.0
6580,2019-12-01 05:06:00,1986-05-13,2011-09-29 05:06:00,2019-12-30 05:06:00,33.0,8,Veenendaal,14,V,Vrouw,2019,Beëindigd,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,113,11.8,54.5,25.0
1404,2018-12-31 05:06:00,1954-05-27,1994-11-13 05:06:00,2019-05-27 05:06:00,64.0,24,Amsterdam,35,V,Vrouw,2018,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,53,10.9,32.1,40.0
3359,2015-12-31 05:06:00,1964-11-26,2000-05-30 05:06:00,2019-12-30 05:06:00,51.0,15,Barendrecht,13,M,Man,2015,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,113,8.1,48.5,36.0
4723,2014-12-31 05:06:00,1952-11-10,2004-05-18 05:06:00,2017-11-11 05:06:00,62.0,10,Amsterdam,35,V,Vrouw,2014,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,52.0
3658,2013-12-31 05:06:00,1949-09-23,2001-03-30 05:06:00,2014-09-23 05:06:00,64.0,14,Tilburg,29,V,Vrouw,2013,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,170,9.4,38.1,50.0
1458,2012-12-30 05:06:00,1954-10-11,1995-01-24 05:06:00,2014-10-11 05:06:00,58.0,17,Amsterdam,35,M,Man,2012,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,53,10.9,32.1,41.0
1634,2012-12-30 05:06:00,1955-08-29,1995-07-13 05:06:00,2020-08-28 05:06:00,57.0,26,Haarlem,5,V,Vrouw,2012,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,81,11.0,43.9,31.0
6111,2011-12-31 05:06:00,1982-11-10,2009-11-22 05:06:00,2020-12-29 05:06:00,29.0,2,Amsterdam,27,M,Man,2011,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,53,10.9,32.1,27.0
6781,2018-12-31 05:06:00,1988-02-06,2012-08-29 05:06:00,2019-12-30 05:06:00,30.0,8,Middelburg,20,V,Vrouw,2018,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,279,9.2,47.7,22.0
4705,2011-12-31 05:06:00,1952-10-26,2004-05-03 05:06:00,2012-10-26 05:06:00,59.0,7,Dordrecht,26,M,Man,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,112,10.1,46.1,52.0
6635,2014-12-31 05:06:00,1986-11-15,2012-01-06 05:06:00,2016-11-14 05:06:00,28.0,2,Lelystad,1,V,Vrouw,2014,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,126,10.7,49.4,26.0
2737,2012-12-30 05:06:00,1961-11-09,1998-10-20 05:06:00,2019-12-30 05:06:00,51.0,14,Woerden,11,M,Man,2012,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,58,8.7,44.9,37.0
3690,2013-12-31 05:06:00,1966-09-07,2001-05-09 05:06:00,2019-12-30 05:06:00,47.0,12,Veenendaal,14,M,Man,2013,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,113,11.8,54.5,35.0
5361,2012-12-30 05:06:00,1976-08-09,2006-08-04 05:06:00,2019-12-30 05:06:00,36.0,6,Woerden,11,V,Vrouw,2012,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,58,8.7,44.9,30.0
3661,2011-12-31 05:06:00,1966-06-30,2001-04-02 05:06:00,2019-12-30 05:06:00,45.0,10,Den Haag,7,M,Man,2011,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,115,10.2,39.8,35.0
4232,2013-12-31 05:06:00,1951-05-24,2002-11-29 05:06:00,2016-05-23 05:06:00,62.0,11,Amsterdam,35,V,Vrouw,2013,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,51.0
4792,2011-12-31 05:06:00,1972-10-14,2004-07-29 05:06:00,2019-12-30 05:06:00,39.0,7,Woerden,11,V,Vrouw,2011,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,58,8.7,44.9,32.0
8174,2018-12-31 05:06:00,1998-09-01,2018-03-30 05:06:00,2019-09-30 05:06:00,20.0,0,Den Haag,18,M,Man,2018,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,115,10.2,39.8,20.0
7103,2014-12-31 05:06:00,1990-07-06,2013-12-07 05:06:00,2019-12-30 05:06:00,24.0,1,Den Haag,7,V,Vrouw,2014,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,115,10.2,39.8,23.0
6826,2012-12-30 05:06:00,1988-05-27,2012-10-27 05:06:00,2018-05-28 05:06:00,24.0,0,Rotterdam,46,V,Vrouw,2012,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,24.0
6456,2016-12-30 05:06:00,1985-07-14,2011-04-22 05:06:00,2019-12-30 05:06:00,31.0,5,Middelburg,20,M,Man,2016,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,279,9.2,47.7,26.0
4680,2015-12-31 05:06:00,1972-02-26,2004-03-29 05:06:00,2019-12-30 05:06:00,43.0,11,Veenendaal,14,M,Man,2015,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,113,11.8,54.5,32.0
7612,2017-06-01 05:06:00,1994-05-21,2015-12-25 05:06:00,2017-06-25 05:06:00,23.0,1,Gouda,22,M,Man,2017,Beëindigd,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,77,11.1,50.1,22.0
4277,2015-12-31 05:06:00,1951-07-07,2003-01-12 05:06:00,2016-07-06 05:06:00,64.0,12,Rotterdam,37,V,Vrouw,2015,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,52.0
5014,2013-12-31 05:06:00,1973-12-24,2005-03-15 05:06:00,2019-12-30 05:06:00,40.0,8,Woerden,11,V,Vrouw,2013,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,58,8.7,44.9,32.0
7758,2016-12-30 05:06:00,1995-05-16,2016-07-02 05:06:00,2019-12-30 05:06:00,21.0,0,Veenendaal,14,V,Vrouw,2016,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,113,11.8,54.5,21.0
6640,2014-12-31 05:06:00,1986-12-11,2012-01-19 05:06:00,2019-12-30 05:06:00,28.0,2,Woerden,11,V,Vrouw,2014,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,58,8.7,44.9,26.0
4632,2011-12-31 05:06:00,1952-07-14,2004-01-20 05:06:00,2012-07-14 05:06:00,59.0,7,Dordrecht,26,M,Man,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,112,10.1,46.1,52.0
3359,2016-12-30 05:06:00,1964-11-26,2000-05-30 05:06:00,2019-12-30 05:06:00,52.0,16,Barendrecht,13,M,Man,2016,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,113,8.1,48.5,36.0
3566,2012-12-30 05:06:00,1965-12-18,2000-12-20 05:06:00,2014-08-13 05:06:00,47.0,12,Dordrecht,26,M,Man,2012,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,112,10.1,46.1,35.0
7694,2016-12-30 05:06:00,1994-12-16,2016-04-13 05:06:00,2017-10-14 05:06:00,22.0,0,Den Haag,18,M,Man,2016,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,115,10.2,39.8,22.0
6741,2014-12-31 05:06:00,1987-09-12,2012-06-13 05:06:00,2020-12-29 05:06:00,27.0,2,Alblasserdam,39,V,Vrouw,2014,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,103,11.3,56.5,25.0
7100,2019-12-31 05:06:00,1990-06-23,2013-12-01 05:06:00,2020-06-22 05:06:00,29.0,7,Amsterdam,44,V,Vrouw,2019,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,22.0
3233,2012-12-30 05:06:00,1948-07-27,2000-02-02 05:06:00,2013-07-28 05:06:00,64.0,12,Zoetermeer,15,V,Vrouw,2012,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,92,9.6,45.4,52.0
3519,2011-12-31 05:06:00,1949-05-04,2000-11-08 05:06:00,2014-05-04 05:06:00,62.0,11,Almere,32,V,Vrouw,2011,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,78,11.8,47.2,51.0
4488,2011-12-31 05:06:00,1952-02-08,2003-08-16 05:06:00,2012-02-08 05:06:00,59.0,8,Dordrecht,26,M,Man,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,112,10.1,46.1,51.0
4864,2016-12-30 05:06:00,1953-04-09,2004-10-14 05:06:00,2018-04-09 05:06:00,63.0,12,Breda,6,V,Vrouw,2016,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,166,9.4,41.0,51.0
4449,2011-12-31 05:06:00,1951-12-27,2003-07-04 05:06:00,2016-12-26 05:06:00,60.0,8,Breda,6,V,Vrouw,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,166,9.4,41.0,52.0
4659,2011-12-31 05:06:00,1971-12-25,2004-02-24 05:06:00,2019-12-30 05:06:00,40.0,7,Rotterdam,9,V,Vrouw,2011,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,33.0
5517,2012-12-30 05:06:00,1977-11-27,2007-04-12 05:06:00,2019-12-30 05:06:00,35.0,5,Den Haag,7,V,Vrouw,2012,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,115,10.2,39.8,30.0
7130,2020-09-30 05:06:00,1990-10-04,2014-01-24 05:06:00,2020-10-03 05:06:00,30.0,6,Den Haag,18,V,Vrouw,2020,Beëindigd,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,115,10.2,39.8,24.0
4965,2015-12-31 05:06:00,1953-07-20,2005-01-24 05:06:00,2018-07-20 05:06:00,62.0,10,Zaandam,8,V,Vrouw,2015,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,74,9.9,45.0,52.0
8321,2019-12-01 05:06:00,1999-11-28,2018-11-24 05:06:00,2019-12-30 05:06:00,20.0,1,Barendrecht,13,V,Vrouw,2019,Beëindigd,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,113,8.1,48.5,19.0
7218,2018-12-31 05:06:00,1991-05-30,2014-05-30 05:06:00,2019-12-30 05:06:00,27.0,4,Middelburg,20,M,Man,2018,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,279,9.2,47.7,23.0
4665,2011-12-31 05:06:00,1952-08-27,2004-03-04 05:06:00,2017-08-28 05:06:00,59.0,7,Rotterdam,37,V,Vrouw,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,52.0
5462,2016-12-30 05:06:00,1977-06-21,2007-01-18 05:06:00,2019-12-30 05:06:00,39.0,9,Middelburg,20,V,Vrouw,2016,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,279,9.2,47.7,30.0
7124,2014-12-31 05:06:00,1990-09-21,2014-01-17 05:06:00,2020-09-20 05:06:00,24.0,0,Utrecht,21,V,Vrouw,2014,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,50,11.9,34.5,24.0
3937,2014-12-31 05:06:00,1950-07-13,2002-01-18 05:06:00,2015-07-13 05:06:00,64.0,12,Amstelveen,30,V,Vrouw,2014,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,7.8,36.4,52.0
1610,2012-12-30 05:06:00,1955-07-05,1995-06-14 05:06:00,2015-07-05 05:06:00,57.0,17,Den Haag,18,M,Man,2012,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,115,10.2,39.8,40.0
3294,2012-12-30 05:06:00,1948-09-20,2000-03-28 05:06:00,2013-09-21 05:06:00,64.0,12,Rijswijk,16,V,Vrouw,2012,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,114,11.7,48.1,52.0
5104,2012-12-30 05:06:00,1953-12-23,2005-06-29 05:06:00,2013-12-23 05:06:00,59.0,7,Utrecht,21,M,Man,2012,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,50,11.9,34.5,52.0
1445,2012-12-30 05:06:00,1954-09-04,1995-01-04 05:06:00,2014-09-04 05:06:00,58.0,17,Delft,36,M,Man,2012,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,111,7.7,30.3,41.0
3275,2011-12-31 05:06:00,1964-06-27,2000-03-11 05:06:00,2012-12-08 05:06:00,47.0,11,Rotterdam,46,M,Man,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,105,10.9,38.9,36.0
4176,2018-12-31 05:06:00,1969-05-01,2002-10-01 05:06:00,2019-12-30 05:06:00,49.0,18,Barendrecht,13,M,Man,2018,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,113,8.1,48.5,31.0
1610,2011-12-31 05:06:00,1955-07-05,1995-06-14 05:06:00,2015-07-05 05:06:00,56.0,16,Den Haag,18,M,Man,2011,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,115,10.2,39.8,40.0
6243,2013-12-31 05:06:00,1983-11-30,2010-06-14 05:06:00,2015-11-17 05:06:00,30.0,3,Rijswijk,16,V,Vrouw,2013,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,114,11.7,48.1,27.0
4908,2012-12-30 05:06:00,1953-05-21,2004-11-25 05:06:00,2013-05-21 05:06:00,59.0,8,Utrecht,21,M,Man,2012,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,50,11.9,34.5,51.0
4598,2011-12-31 05:06:00,1952-06-08,2003-12-15 05:06:00,2017-06-09 05:06:00,59.0,8,Zoetermeer,15,V,Vrouw,2011,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,92,9.6,45.4,51.0
6841,2014-12-31 05:06:00,1988-07-04,2012-11-16 05:06:00,2018-07-05 05:06:00,26.0,2,Den Haag,18,V,Vrouw,2014,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,115,10.2,39.8,24.0
4721,2011-12-31 05:06:00,1952-11-10,2004-05-18 05:06:00,2012-11-10 05:06:00,59.0,7,Alphen aan den Rijn,17,M,Man,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,72,9.7,46.9,52.0
7253,2014-12-31 05:06:00,1991-09-16,2014-07-26 05:06:00,2016-01-26 05:06:00,23.0,0,Hoogeveen,25,M,Man,2014,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,285,8.7,47.5,23.0
4915,2015-12-31 05:06:00,1953-05-31,2004-12-05 05:06:00,2018-05-31 05:06:00,62.0,11,Gouda,22,V,Vrouw,2015,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,77,11.1,50.1,51.0
4512,2011-12-31 05:06:00,1952-03-07,2003-09-13 05:06:00,2012-03-07 05:06:00,59.0,8,Breda,6,M,Man,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,166,9.4,41.0,51.0
1403,2013-12-31 05:06:00,1954-05-28,1994-11-13 05:06:00,2014-05-28 05:06:00,59.0,20,Rijswijk,16,M,Man,2013,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,114,11.7,48.1,39.0
1456,2013-12-31 05:06:00,1954-10-04,1995-01-20 05:06:00,2019-10-04 05:06:00,59.0,18,Den Haag,18,V,Vrouw,2013,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,115,10.2,39.8,41.0
5481,2014-12-31 05:06:00,1977-08-12,2007-02-14 05:06:00,2018-10-11 05:06:00,37.0,7,Amsterdam,42,M,Man,2014,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,53,10.9,32.1,30.0
1401,2013-12-31 05:06:00,1954-05-18,1994-11-08 05:06:00,2019-12-30 05:06:00,59.0,19,Rotterdam,9,V,Vrouw,2013,Actief,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,105,10.9,38.9,40.0
4897,2014-12-31 05:06:00,1953-05-14,2004-11-18 05:06:00,2018-05-14 05:06:00,61.0,10,Breda,6,V,Vrouw,2014,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,166,9.4,41.0,51.0
1920,2017-12-31 05:06:00,1957-04-20,1996-05-24 05:06:00,2019-12-30 05:06:00,60.0,21,Rotterdam,9,V,Vrouw,2017,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,39.0
4400,2012-12-30 05:06:00,1951-11-18,2003-05-26 05:06:00,2016-11-17 05:06:00,61.0,9,Utrecht,21,V,Vrouw,2012,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,50,11.9,34.5,52.0
7067,2014-12-31 05:06:00,1990-04-06,2013-10-20 05:06:00,2018-05-27 05:06:00,24.0,1,Den Haag,18,M,Man,2014,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,115,10.2,39.8,23.0
1711,2018-12-31 05:06:00,1956-01-26,1995-09-30 05:06:00,2020-12-29 05:06:00,62.0,23,Rotterdam,37,M,Man,2018,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,105,10.9,38.9,39.0
1377,2018-12-31 05:06:00,1954-04-15,1994-10-22 05:06:00,2019-04-15 05:06:00,64.0,24,Rotterdam,37,V,Vrouw,2018,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,40.0
5000,2015-12-31 05:06:00,1973-12-01,2005-03-03 05:06:00,2020-12-29 05:06:00,42.0,10,Alblasserdam,39,V,Vrouw,2015,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,103,11.3,56.5,32.0
1413,2011-12-31 05:06:00,1954-06-16,1994-11-23 05:06:00,2014-06-16 05:06:00,57.0,17,Amsterdam,35,M,Man,2011,Actief,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,53,10.9,32.1,40.0
1653,2011-12-31 05:06:00,1955-10-12,1995-08-05 05:06:00,2016-10-30 05:06:00,56.0,16,Dordrecht,26,V,Vrouw,2011,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,112,10.1,46.1,40.0
1693,2017-12-31 05:06:00,1955-12-29,1995-09-15 05:06:00,2020-12-28 05:06:00,62.0,22,Almere,32,V,Vrouw,2017,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,78,11.8,47.2,40.0
7101,2016-12-30 05:06:00,1990-06-25,2013-12-02 05:06:00,2020-06-24 05:06:00,26.0,3,Haarlem,5,V,Vrouw,2016,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,81,11.0,43.9,23.0
3437,2011-12-31 05:06:00,1949-02-07,2000-08-15 05:06:00,2014-02-08 05:06:00,62.0,11,Amsterdam,35,V,Vrouw,2011,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,51.0
6192,2014-12-31 05:06:00,1983-07-03,2010-03-27 05:06:00,2019-12-30 05:06:00,31.0,4,Barendrecht,13,V,Vrouw,2014,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,113,8.1,48.5,27.0
7123,2014-12-31 05:06:00,1990-09-12,2014-01-12 05:06:00,2020-09-11 05:06:00,24.0,0,Eindhoven,31,V,Vrouw,2014,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,214,9.2,34.7,24.0
4733,2011-12-31 05:06:00,1952-11-24,2004-06-01 05:06:00,2017-11-25 05:06:00,59.0,7,Haarlem,5,V,Vrouw,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,81,11.0,43.9,52.0
3270,2011-12-31 05:06:00,1948-08-30,2000-03-07 05:06:00,2013-08-31 05:06:00,63.0,11,Amsterdam,35,V,Vrouw,2011,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,52.0
6974,2018-09-01 05:06:00,1989-07-17,2013-06-03 05:06:00,2018-09-15 05:06:00,29.0,5,Amsterdam,43,V,Vrouw,2018,Beëindigd,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,53,10.9,32.1,24.0
